IDMachines,PeopleAtwork,StreetLights,Accidents,DamagedMovers,StRoadLength,RoadCurvature,HPBends,RoadType,RoadWidth,AvgSpeed,AgeOfRoad,RoadSurface
4,13,660,31,4,3655,131.39,18,1,60,0.93,8,Avg
10,16,864,14,10,8601,25.74,12,0,68,0.47,1,Good
8,20,1034,4,7,8999,62.79,10,0,79,0.25,0,Good
10,20,855,14,7,5779,76.89,0,0,82,0.25,0,Good
1,9,478,42,1,1026,181.05,36,2,23,3.57,11,Poor
3,7,482,40,3,1517,168.51,34,2,38,2.93,12,Poor
9,19,1018,0,9,7232,6.06,14,0,70,0.18,2,Good
1,8,591,43,1,1311,188.14,40,2,25,2.76,14,Poor
3,10,516,42,2,1785,172.27,50,2,24,2.93,15,Poor
8,17,1077,2,7,6159,5.06,4,0,65,0.25,0,Good
10,18,893,2,9,7040,35.88,11,0,93,0.35,3,Good
8,20,1093,15,9,5963,19.26,13,0,90,0.48,7,Good
2,7,447,45,3,1837,191.06,38,2,24,2.63,14,Poor
3,7,518,41,1,1108,201.5,30,2,27,3.17,13,Poor
1,7,539,42,1,1360,174.81,35,2,37,2.7,14,Poor
6,11,609,39,5,2823,86.17,22,1,43,1.18,8,Avg
6,13,632,26,6,2474,83.7,15,1,51,1.2,6,Avg
1,9,550,50,3,1144,166.92,35,2,39,3.32,14,Poor
5,15,675,27,4,2409,103.07,29,1,48,1.11,9,Avg
2,7,475,44,1,1992,235.58,47,2,37,3.08,13,Poor
2,7,453,42,3,1897,168.58,43,2,39,3.49,15,Poor
6,11,623,32,5,3510,108.6,27,1,49,1.01,10,Avg
4,12,791,23,4,4179,101.06,18,1,42,0.56,8,Avg
4,11,657,35,5,4910,107.0,26,1,55,1.35,8,Avg
3,8,566,48,1,1768,186.19,39,2,37,3.14,10,Poor
3,8,429,47,2,1220,198.22,32,2,35,3.66,14,Poor
3,9,474,48,3,1630,190.37,31,2,36,2.62,13,Poor
10,18,918,10,10,6528,31.99,8,0,69,0.14,1,Good
2,9,465,50,1,1014,248.24,47,2,34,3.57,12,Poor
3,8,502,45,2,1230,232.11,44,2,33,3.67,15,Poor
5,15,795,21,4,4718,90.02,22,1,55,0.64,8,Avg
10,17,1063,0,8,5894,39.7,14,0,72,0.26,1,Good
7,19,862,15,7,6360,62.02,13,0,88,0.48,0,Good
3,9,558,46,1,1338,245.01,36,2,30,3.43,12,Poor
1,8,441,45,1,1524,208.41,40,2,32,3.8,15,Poor
10,19,823,2,9,5993,73.68,9,0,90,0.46,1,Good
8,20,1008,1,8,7803,82.16,10,0,69,0.14,3,Good
2,7,410,43,1,1603,166.69,46,2,22,3.08,13,Poor
2,10,471,41,2,1874,190.18,50,2,24,2.66,13,Poor
4,15,655,22,4,4112,98.14,16,1,53,0.63,6,Avg
1,9,489,41,2,1103,234.57,46,2,35,3.95,10,Poor
4,15,649,35,4,3422,77.96,27,1,57,0.58,11,Avg
2,8,531,43,3,1241,187.84,44,2,29,3.56,10,Poor
9,17,953,6,9,8044,33.98,8,0,83,0.49,1,Good
4,11,629,22,6,4529,117.19,26,1,48,1.01,6,Avg
5,15,654,34,5,2658,113.54,23,1,56,1.47,10,Avg
3,7,587,44,1,1954,220.27,46,2,40,2.59,14,Poor
5,12,788,37,4,4519,135.6,21,1,41,0.94,9,Avg
1,9,515,46,2,1127,211.84,41,2,36,3.32,15,Poor
8,18,1077,5,8,8282,46.62,5,0,95,0.35,2,Good
3,7,488,44,3,1067,197.12,33,2,38,3.43,12,Poor
7,20,1064,13,7,6524,26.5,3,0,62,0.16,5,Good
7,17,1060,6,10,5222,13.48,2,0,90,0.38,5,Good
7,17,1058,17,10,8809,43.37,9,0,82,0.33,6,Good
7,16,1063,0,10,5953,25.26,5,0,81,0.26,4,Good
4,14,665,38,5,4316,76.76,22,1,50,0.67,9,Avg
6,15,651,36,4,3360,99.63,20,1,46,1.33,8,Avg
4,12,708,35,5,4076,124.72,21,1,43,1.47,7,Avg
2,8,466,43,3,1076,178.3,38,2,24,2.81,10,Poor
5,15,627,25,4,2997,123.15,18,1,41,0.6,10,Avg
2,10,474,48,1,1405,198.48,43,2,37,2.83,13,Poor
10,20,1091,10,10,6821,53.28,5,0,95,0.26,3,Good
1,10,440,45,1,1199,247.97,34,2,36,2.77,13,Poor
2,10,552,48,3,1258,167.14,45,2,40,3.41,15,Poor
10,20,900,14,7,5483,80.22,10,0,66,0.15,3,Good
2,7,425,49,2,1059,246.03,46,2,35,3.46,12,Poor
5,11,737,21,6,2542,111.31,28,1,56,1.43,7,Avg
5,12,629,21,6,3729,130.36,16,1,41,0.51,11,Avg
4,11,738,26,6,2457,93.72,19,1,46,0.9,8,Avg
4,15,772,22,5,2705,89.9,17,1,55,0.59,10,Avg
4,14,748,34,6,2607,99.84,16,1,45,1.35,7,Avg
8,16,1042,1,10,7787,36.45,4,0,72,0.39,2,Good
6,11,671,31,4,2749,103.88,15,1,44,1.0,6,Avg
5,12,670,22,4,2368,79.36,15,1,48,1.06,11,Avg
4,13,689,25,6,4331,117.3,20,1,44,1.47,9,Avg
8,19,1057,6,10,5466,50.15,11,0,95,0.14,1,Good
8,20,1060,1,8,6154,9.07,10,0,61,0.42,7,Good
4,12,673,36,5,3856,83.6,25,1,44,1.08,10,Avg
1,7,460,49,3,1935,196.35,48,2,26,3.53,14,Poor
1,8,527,50,3,1247,180.84,42,2,22,2.51,13,Poor
3,9,505,47,2,1832,227.24,48,2,36,3.69,12,Poor
1,7,435,47,2,1909,175.52,32,2,32,3.6,15,Poor
7,18,964,15,7,8250,90.13,10,0,90,0.17,0,Good
5,11,774,32,6,3526,120.13,16,1,45,1.24,9,Avg
2,9,552,50,3,1359,172.29,31,2,35,2.87,12,Poor
7,16,1033,6,9,7181,68.74,14,0,86,0.32,1,Good
5,15,796,32,5,3823,108.71,20,1,44,0.67,10,Avg
1,10,483,48,2,1610,167.56,32,2,33,3.09,15,Poor
8,16,914,0,8,5619,59.87,4,0,72,0.36,2,Good
2,7,514,49,1,1412,234.5,39,2,40,2.72,12,Poor
8,20,945,17,8,6756,77.37,9,0,74,0.15,1,Good
9,20,944,0,7,5918,0.55,0,0,91,0.48,5,Good
4,11,750,24,5,4374,140.96,29,1,43,0.86,6,Avg
8,16,1022,3,10,5182,72.24,0,0,85,0.32,4,Good
7,17,1047,10,9,6520,0.88,12,0,64,0.17,3,Good
2,7,461,49,2,1841,168.91,47,2,35,3.01,15,Poor
7,19,943,19,10,6907,60.72,1,0,100,0.17,1,Good
6,14,679,22,5,3745,134.1,22,1,51,1.02,10,Avg
6,15,629,38,4,3740,99.67,25,1,49,1.08,9,Avg
8,16,858,11,10,5259,45.2,13,0,100,0.29,7,Good
8,16,814,12,7,7325,92.28,9,0,70,0.4,6,Good
9,16,871,15,10,6420,59.2,10,0,72,0.16,1,Good
9,20,911,10,9,6126,60.1,2,0,61,0.13,3,Good
8,17,827,16,9,8959,51.32,9,0,98,0.43,6,Good
10,18,886,3,9,8760,35.06,7,0,89,0.28,4,Good
7,16,1083,15,7,8031,23.99,7,0,78,0.13,0,Good
7,20,826,11,10,8800,70.53,5,0,93,0.0,3,Good
5,12,688,25,6,2623,139.65,24,1,50,1.43,9,Avg
5,11,647,21,6,2002,135.03,22,1,56,0.96,10,Avg
6,12,759,35,6,2217,117.75,19,1,58,1.04,6,Avg
1,8,594,46,3,1214,207.29,49,2,39,3.43,13,Poor
3,8,492,49,2,1297,213.39,33,2,32,2.87,10,Poor
3,9,471,42,1,1023,200.7,30,2,26,3.15,14,Poor
5,14,698,30,6,4854,97.89,22,1,44,0.98,6,Avg
3,7,554,49,3,1519,245.16,49,2,36,2.91,12,Poor
2,7,476,44,2,1960,218.73,47,2,22,3.27,14,Poor
1,9,529,50,1,1513,229.42,40,2,25,3.82,12,Poor
3,10,552,41,2,1554,159.14,45,2,40,2.64,10,Poor
10,20,1084,8,10,6834,10.13,9,0,66,0.11,3,Good
8,19,1097,8,9,5204,10.83,1,0,97,0.34,0,Good
4,11,635,22,5,2248,114.32,16,1,48,1.1,7,Avg
3,7,588,45,1,1225,234.1,43,2,27,3.63,11,Poor
6,11,719,35,5,4312,147.86,16,1,49,1.29,9,Avg
6,15,707,39,5,3670,139.52,23,1,57,0.97,11,Avg
4,15,684,27,5,3665,92.74,24,1,48,1.48,7,Avg
1,9,429,49,3,1146,216.93,40,2,40,3.56,14,Poor
3,8,450,40,2,1428,180.41,32,2,28,2.89,14,Poor
1,7,439,48,3,1556,169.67,38,2,36,3.81,12,Poor
8,17,1092,7,10,8906,53.08,10,0,91,0.1,1,Good
5,14,696,25,4,4044,99.03,24,1,56,1.11,10,Avg
9,19,802,9,7,5258,85.98,8,0,78,0.35,2,Good
4,15,725,38,5,2328,96.23,21,1,58,1.31,10,Avg
1,7,416,44,3,1359,240.5,34,2,33,3.39,14,Poor
4,15,775,24,6,2826,106.62,21,1,48,1.04,8,Avg
7,17,890,19,8,5111,73.07,14,0,73,0.11,7,Good
8,19,984,12,10,7555,59.36,3,0,83,0.39,6,Good
10,18,846,4,9,5083,45.6,2,0,79,0.18,3,Good
8,18,826,19,9,7608,76.1,7,0,63,0.33,1,Good
8,18,861,4,9,7777,19.57,10,0,72,0.21,7,Good
6,11,719,38,5,2249,102.3,19,1,51,1.29,10,Avg
1,7,584,44,3,1796,166.72,38,2,37,2.61,13,Poor
7,16,1051,9,10,5564,49.25,1,0,87,0.41,0,Good
2,7,471,44,2,1482,229.02,35,2,38,2.64,13,Poor
10,20,874,10,7,8068,33.69,9,0,70,0.19,2,Good
2,9,558,46,1,1025,196.78,30,2,30,3.33,12,Poor
3,8,413,43,3,1074,239.56,37,2,37,3.73,15,Poor
1,9,408,46,2,1626,190.96,33,2,23,3.1,15,Poor
1,7,490,49,3,1011,224.11,38,2,27,2.89,10,Poor
3,8,499,49,1,1745,246.84,45,2,25,3.81,11,Poor
6,15,770,27,6,2945,146.81,24,1,53,0.56,9,Avg
6,12,633,34,5,3209,106.9,18,1,49,0.79,7,Avg
5,15,678,24,4,3938,111.86,29,1,60,1.06,6,Avg
4,15,619,37,6,4203,105.81,24,1,46,0.53,8,Avg
4,15,704,32,5,2413,124.18,18,1,42,1.06,9,Avg
5,11,640,33,6,3941,117.35,26,1,51,0.9,8,Avg
9,20,945,5,7,7979,80.05,4,0,72,0.48,1,Good
6,13,650,37,6,4739,118.97,26,1,44,0.53,7,Avg
10,18,879,6,9,7467,50.31,4,0,84,0.12,2,Good
7,20,872,12,10,6057,79.18,0,0,86,0.19,0,Good
4,15,697,33,4,3992,99.26,20,1,51,1.42,10,Avg
7,17,945,8,7,7408,25.21,10,0,91,0.38,7,Good
8,16,944,9,9,7902,75.1,3,0,93,0.12,0,Good
3,7,582,48,2,1628,213.24,49,2,33,3.65,15,Poor
8,20,953,1,9,7490,15.54,7,0,68,0.13,0,Good
4,13,775,28,4,2688,124.42,21,1,42,0.78,8,Avg
4,13,601,27,4,2812,134.97,22,1,57,1.03,6,Avg
5,12,734,36,4,2311,113.22,18,1,49,0.78,8,Avg
2,7,565,47,3,1727,191.97,50,2,22,2.94,14,Poor
1,9,585,50,1,1449,232.84,37,2,21,3.08,15,Poor
2,7,418,45,2,1064,245.87,38,2,29,3.14,15,Poor
7,17,842,18,9,7934,65.75,5,0,95,0.44,1,Good
3,7,442,42,2,1646,177.52,45,2,33,3.38,15,Poor
4,12,638,25,4,2556,146.45,23,1,47,1.38,9,Avg
6,15,616,25,6,3983,90.69,21,1,60,1.17,9,Avg
6,12,746,28,5,3995,120.8,29,1,50,0.73,6,Avg
6,11,733,32,4,4782,126.47,29,1,56,1.01,8,Avg
1,10,469,49,1,1793,198.35,43,2,25,3.07,15,Poor
10,18,986,19,7,6479,26.43,4,0,63,0.12,2,Good
9,17,1069,3,9,6802,44.69,9,0,91,0.36,5,Good
4,14,709,36,5,3622,141.19,16,1,45,1.13,10,Avg
5,12,636,39,6,2730,100.71,26,1,41,1.27,11,Avg
2,8,445,41,1,1501,205.11,45,2,23,2.82,13,Poor
6,12,784,25,6,3723,138.92,28,1,44,0.61,8,Avg
9,18,894,4,8,5120,35.0,14,0,96,0.4,1,Good
9,19,959,16,9,5600,87.68,14,0,92,0.41,7,Good
2,9,520,48,1,1504,245.08,34,2,31,2.97,13,Poor
7,18,805,17,9,8470,86.6,14,0,74,0.13,0,Good
2,9,434,41,2,1444,160.47,32,2,21,3.88,14,Poor
3,8,529,40,3,1611,171.05,46,2,30,3.71,11,Poor
5,12,650,24,6,4772,130.92,26,1,54,1.27,7,Avg
9,20,953,14,7,6184,85.84,0,0,77,0.2,1,Good
4,14,607,27,4,2363,130.31,24,1,48,0.97,9,Avg
5,15,686,30,4,4521,103.66,25,1,47,1.04,7,Avg
2,9,487,44,3,1894,185.34,33,2,35,3.16,14,Poor
4,11,615,21,6,3063,128.29,29,1,41,0.69,11,Avg
8,18,1049,7,8,8622,31.96,6,0,76,0.31,0,Good
6,15,799,28,6,3700,143.52,24,1,51,1.28,11,Avg
8,20,992,10,9,5512,50.12,2,0,89,0.27,4,Good
1,8,455,41,1,1120,229.87,42,2,23,2.84,14,Poor
3,9,419,49,3,1167,242.74,37,2,23,3.45,14,Poor
4,14,712,33,6,2949,76.11,20,1,56,1.25,6,Avg
4,13,692,33,5,4537,108.25,19,1,52,1.16,10,Avg
6,14,704,38,6,2038,128.09,16,1,47,1.47,6,Avg
7,17,847,4,10,7940,85.98,0,0,73,0.49,4,Good
5,14,751,22,4,3243,85.12,23,1,43,1.37,10,Avg
10,18,1077,19,9,6563,2.28,7,0,99,0.36,0,Good
4,15,630,36,5,2117,82.9,18,1,50,1.12,8,Avg
2,9,497,48,3,1239,188.16,33,2,21,2.89,12,Poor
7,19,958,9,7,7486,69.02,8,0,64,0.39,0,Good
8,18,870,15,10,5086,64.03,9,0,94,0.13,0,Good
1,7,593,43,2,1654,178.81,30,2,40,3.84,14,Poor
4,14,700,28,6,2408,91.95,25,1,44,0.88,9,Avg
8,16,889,2,9,7216,68.51,7,0,61,0.2,4,Good
6,14,769,26,5,2212,95.97,27,1,48,0.9,6,Avg
10,19,1025,1,7,8187,40.1,10,0,64,0.18,0,Good
2,10,506,40,3,1400,192.14,47,2,35,3.85,14,Poor
4,15,637,27,5,2556,76.06,26,1,55,1.14,9,Avg
1,8,483,42,1,1414,156.06,46,2,34,3.44,14,Poor
1,7,525,49,3,1371,229.65,48,2,37,2.85,10,Poor
4,12,755,32,5,2659,106.97,21,1,46,1.38,10,Avg
7,19,1059,11,8,6015,52.84,11,0,63,0.18,7,Good
5,15,731,20,5,2191,143.95,24,1,52,1.05,6,Avg
10,18,991,12,9,6963,91.08,12,0,98,0.27,0,Good
6,12,771,21,5,3818,140.6,23,1,52,0.84,11,Avg
6,11,617,25,6,2081,104.48,22,1,60,1.16,10,Avg
5,15,632,39,4,2571,127.8,24,1,48,0.91,8,Avg
9,20,969,4,9,7181,60.53,1,0,78,0.13,6,Good
2,9,544,43,3,1266,168.31,42,2,24,3.25,11,Poor
2,10,427,43,3,1167,172.96,33,2,23,3.09,12,Poor
9,16,882,6,9,7330,74.41,3,0,99,0.12,0,Good
6,15,754,25,5,2788,130.93,16,1,46,1.24,11,Avg
3,8,560,47,1,1437,200.91,31,2,25,3.7,12,Poor
6,13,771,30,4,3773,125.78,22,1,51,0.96,6,Avg
7,16,1037,13,9,5293,8.62,9,0,99,0.14,2,Good
7,16,865,3,7,6868,65.38,14,0,68,0.14,4,Good
8,20,878,19,10,8851,31.1,8,0,74,0.48,5,Good
2,8,441,46,3,1664,213.4,48,2,37,3.28,13,Poor
2,7,417,44,3,1150,176.86,35,2,26,2.63,13,Poor
6,11,761,21,6,4741,91.46,28,1,46,0.69,10,Avg
5,15,638,38,5,2988,126.9,22,1,49,1.15,8,Avg
7,16,1040,3,8,7529,35.36,14,0,81,0.13,4,Good
2,9,468,43,1,1149,207.8,43,2,29,2.74,10,Poor
7,19,880,17,9,8429,32.07,2,0,93,0.46,3,Good
6,12,755,20,5,4623,109.87,15,1,44,0.55,10,Avg
5,14,721,35,4,3265,120.35,16,1,55,0.96,7,Avg
8,16,1021,6,9,6841,56.83,14,0,72,0.37,2,Good
8,18,853,3,7,8667,22.44,12,0,87,0.31,0,Good
7,16,956,19,8,8192,45.43,0,0,61,0.12,1,Good
1,8,511,44,1,1095,205.78,48,2,32,3.6,12,Poor
1,10,413,48,2,1253,238.47,42,2,24,3.36,15,Poor
5,15,674,30,6,2433,93.14,25,1,58,0.68,8,Avg
8,20,897,3,8,5568,7.72,0,0,75,0.47,7,Good
9,18,993,18,10,6141,15.8,3,0,84,0.19,0,Good
8,20,957,19,8,7855,57.88,11,0,99,0.48,0,Good
6,13,641,21,5,4466,133.74,29,1,51,0.74,8,Avg
1,7,421,40,2,1144,246.33,32,2,32,3.75,14,Poor
7,19,819,0,8,5374,4.99,13,0,99,0.3,3,Good
9,20,1091,16,9,5957,43.04,11,0,99,0.11,0,Good
1,10,424,45,2,1968,206.59,38,2,38,3.85,15,Poor
5,12,772,30,6,2602,144.09,16,1,46,1.27,6,Avg
4,13,643,34,6,3543,117.26,20,1,47,0.53,9,Avg
2,9,464,43,3,1853,180.94,43,2,30,3.52,11,Poor
6,13,786,32,6,3177,81.39,19,1,47,0.98,10,Avg
9,20,913,12,8,8422,50.53,12,0,70,0.1,1,Good
9,20,1044,15,7,8057,2.05,9,0,68,0.28,0,Good
10,20,1081,6,9,5413,36.38,12,0,78,0.19,3,Good
4,12,685,34,6,4326,105.52,17,1,52,0.7,10,Avg
1,7,457,45,1,1696,171.31,47,2,27,3.38,10,Poor
6,15,708,31,6,3358,115.77,23,1,48,1.43,8,Avg
2,8,514,50,2,1100,178.28,33,2,26,3.27,13,Poor
8,18,878,1,9,5938,87.71,10,0,80,0.14,1,Good
6,14,773,36,6,2946,83.05,17,1,55,1.28,9,Avg
1,9,570,46,1,1838,186.86,50,2,34,2.82,15,Poor
5,13,720,31,6,2492,78.43,28,1,46,1.18,10,Avg
1,8,562,49,3,1336,249.8,35,2,40,3.63,10,Poor
4,12,795,39,5,4250,113.88,26,1,58,1.06,8,Avg
4,13,780,36,6,3418,92.91,20,1,45,0.7,11,Avg
6,15,771,20,5,4165,120.85,23,1,57,0.56,8,Avg
4,13,649,24,6,3642,130.25,27,1,41,0.73,8,Avg
8,16,901,5,8,5466,22.51,8,0,67,0.4,7,Good
9,18,917,11,8,6636,65.15,12,0,94,0.21,6,Good
3,10,519,40,1,1164,165.22,43,2,36,3.14,12,Poor
8,19,971,16,7,5078,9.67,13,0,80,0.24,3,Good
5,15,742,39,6,2755,146.7,19,1,51,0.51,7,Avg
1,10,520,50,3,1479,207.99,45,2,27,3.31,10,Poor
4,13,776,32,5,4853,125.09,17,1,44,1.24,10,Avg
5,11,739,35,5,3733,88.45,21,1,43,1.24,10,Avg
3,10,421,40,3,1731,221.71,34,2,38,2.67,12,Poor
2,7,553,48,1,1167,181.2,46,2,35,2.76,15,Poor
2,10,555,45,1,1438,249.26,47,2,37,3.95,14,Poor
5,15,620,33,4,3213,144.34,22,1,46,0.65,10,Avg
4,11,623,26,5,4187,144.5,27,1,54,1.46,10,Avg
5,11,645,34,4,2732,128.27,28,1,57,0.61,7,Avg
9,17,997,14,7,8147,15.19,8,0,85,0.15,7,Good
5,11,699,23,4,3652,84.86,19,1,57,0.58,8,Avg
1,8,522,41,1,1013,229.95,39,2,38,3.07,15,Poor
7,20,1081,2,10,7692,3.57,7,0,92,0.17,7,Good
1,8,496,49,2,1450,238.62,32,2,27,3.51,14,Poor
9,18,1077,18,10,6224,29.19,14,0,73,0.22,1,Good
7,19,1031,2,7,7352,78.88,2,0,72,0.11,4,Good
6,13,643,32,6,2454,77.98,15,1,48,0.75,7,Avg
2,10,463,41,1,1270,194.47,37,2,28,2.89,11,Poor
8,19,1056,6,8,5093,7.15,12,0,97,0.38,3,Good
7,19,913,19,7,6802,36.57,6,0,88,0.31,0,Good
3,8,599,45,3,1660,194.1,49,2,33,3.62,12,Poor
10,17,894,6,10,8277,48.21,7,0,90,0.18,2,Good
6,11,662,26,4,3759,114.32,24,1,52,1.1,10,Avg
10,17,1049,10,10,6391,90.91,1,0,87,0.25,3,Good
2,7,551,41,1,1142,180.43,31,2,26,3.5,11,Poor
6,14,765,30,6,3127,81.1,28,1,60,0.81,8,Avg
9,18,850,1,10,7630,60.25,2,0,86,0.37,5,Good
4,15,612,27,5,3570,141.89,24,1,52,0.87,10,Avg
8,16,801,17,7,6754,83.8,13,0,76,0.1,0,Good
8,16,1053,6,7,7658,36.95,14,0,87,0.34,0,Good
2,8,473,49,2,1517,200.56,42,2,23,3.55,15,Poor
8,18,996,2,10,8463,74.64,0,0,70,0.13,4,Good
5,15,691,21,6,4165,91.5,27,1,59,1.45,7,Avg
10,20,969,9,9,8392,85.4,3,0,77,0.43,0,Good
9,19,984,2,8,5552,66.36,7,0,66,0.13,2,Good
1,10,443,46,3,1900,243.5,39,2,38,2.72,10,Poor
8,16,909,10,8,8729,69.91,0,0,100,0.12,4,Good
8,16,918,18,8,5244,85.3,5,0,86,0.27,1,Good
4,15,659,39,6,4396,93.79,18,1,48,0.5,10,Avg
8,17,946,17,10,6830,11.04,0,0,79,0.18,5,Good
4,12,663,31,6,3961,99.99,23,1,52,0.99,8,Avg
6,13,735,29,4,4968,78.63,17,1,42,1.35,8,Avg
10,18,993,3,7,7507,74.85,8,0,75,0.19,3,Good
7,18,1097,16,7,8637,9.93,4,0,62,0.11,4,Good
3,9,434,41,2,1396,222.69,47,2,33,3.53,15,Poor
4,13,609,39,5,2550,102.58,16,1,47,0.9,9,Avg
2,10,571,49,2,1000,195.25,37,2,22,2.54,14,Poor
7,17,821,1,7,6059,46.77,14,0,83,0.14,0,Good
10,19,1022,11,10,5098,69.17,5,0,92,0.16,6,Good
1,7,431,41,1,1958,222.62,40,2,26,3.02,15,Poor
1,7,507,40,1,1529,172.93,45,2,22,3.09,15,Poor
6,14,682,36,4,2388,84.57,26,1,52,1.44,10,Avg
3,7,530,47,2,1176,207.56,36,2,26,2.7,10,Poor
3,9,442,49,1,1944,174.99,39,2,30,3.55,15,Poor
6,15,611,35,4,4483,94.38,29,1,54,0.61,10,Avg
10,19,1011,14,8,8615,53.14,12,0,72,0.11,3,Good
10,19,941,18,10,8729,87.92,6,0,87,0.16,5,Good
8,18,888,13,10,5421,85.43,10,0,67,0.16,4,Good
6,14,635,25,5,3111,88.29,17,1,60,0.82,9,Avg
3,8,431,41,3,1682,193.05,37,2,32,3.85,12,Poor
10,18,961,3,10,7807,38.27,7,0,99,0.12,6,Good
4,15,770,22,4,2767,141.27,17,1,42,0.82,10,Avg
8,16,860,9,10,7782,35.02,2,0,95,0.11,4,Good
8,16,894,11,7,7312,80.59,11,0,77,0.44,0,Good
6,11,619,35,5,4918,101.55,19,1,57,0.59,9,Avg
8,18,947,2,9,7102,88.58,10,0,95,0.3,0,Good
4,14,701,23,4,3301,116.51,29,1,44,1.1,7,Avg
3,10,490,50,2,1229,180.26,44,2,32,3.89,12,Poor
4,14,692,32,6,2520,85.09,29,1,53,0.51,9,Avg
2,10,488,50,3,1642,237.06,38,2,40,3.3,13,Poor
3,8,583,42,3,1582,166.68,34,2,36,3.44,10,Poor
4,14,753,29,6,3386,87.91,25,1,41,1.35,8,Avg
2,10,467,40,2,1775,247.63,39,2,39,2.82,15,Poor
3,7,483,41,1,1219,233.36,42,2,37,3.68,10,Poor
1,8,568,44,1,1935,225.53,32,2,39,3.02,11,Poor
6,15,721,24,6,2351,99.83,26,1,44,1.47,8,Avg
5,14,758,36,5,3997,114.15,19,1,41,1.46,6,Avg
10,16,963,18,7,6383,18.2,4,0,83,0.15,6,Good
2,8,562,49,3,1212,155.76,46,2,31,3.52,13,Poor
1,9,471,48,2,1643,157.56,32,2,26,3.6,13,Poor
2,7,486,41,1,1335,207.05,42,2,21,3.97,14,Poor
2,8,490,40,2,1898,224.55,36,2,31,3.27,15,Poor
2,9,569,47,2,1812,240.66,46,2,40,3.5,14,Poor
3,7,418,45,2,1664,209.99,37,2,35,3.68,15,Poor
10,19,982,1,10,6163,28.1,10,0,68,0.45,4,Good
4,13,749,35,5,2248,140.59,18,1,43,1.45,8,Avg
5,14,733,26,6,4225,112.04,16,1,49,1.2,8,Avg
5,14,789,28,4,3668,119.84,24,1,59,0.51,9,Avg
1,8,438,40,3,1030,201.97,30,2,32,3.57,14,Poor
7,16,844,16,9,7829,66.07,12,0,61,0.41,2,Good
1,9,559,45,2,1975,150.63,37,2,40,3.97,14,Poor
7,20,884,9,10,8101,43.32,3,0,63,0.12,3,Good
6,14,755,35,6,3306,120.46,23,1,57,1.18,8,Avg
6,12,732,32,6,4453,140.36,19,1,60,0.71,9,Avg
4,14,651,32,5,4843,110.81,25,1,56,1.15,10,Avg
4,15,788,35,6,4139,114.54,24,1,47,0.7,10,Avg
2,8,569,43,3,1810,167.88,36,2,24,3.81,14,Poor
7,18,1018,3,9,6289,38.24,6,0,87,0.48,0,Good
6,11,649,35,6,4222,87.06,27,1,42,1.47,11,Avg
8,20,935,14,9,6590,77.73,12,0,95,0.46,0,Good
5,15,696,34,4,4755,117.42,26,1,44,1.16,7,Avg
8,20,805,16,9,5680,76.18,0,0,69,0.19,1,Good
10,20,839,11,7,7518,24.49,13,0,65,0.2,3,Good
5,13,693,32,4,4636,123.82,25,1,53,1.26,8,Avg
3,7,600,47,3,1201,230.3,33,2,32,3.9,11,Poor
5,13,785,34,5,2278,143.71,21,1,54,1.18,11,Avg
7,20,952,11,7,5988,28.49,3,0,66,0.19,4,Good
3,9,545,43,2,1962,169.24,32,2,24,2.79,14,Poor
2,7,514,46,1,1094,187.1,32,2,29,3.47,15,Poor
1,10,496,48,3,1716,190.15,38,2,40,3.9,13,Poor
9,16,938,9,10,6064,48.29,9,0,85,0.16,1,Good
1,7,409,41,1,1673,156.46,38,2,27,3.17,10,Poor
4,13,762,30,6,4059,95.98,21,1,52,1.04,6,Avg
3,10,566,44,3,1521,183.54,41,2,35,2.68,14,Poor
5,11,728,28,5,3208,146.28,24,1,44,0.95,7,Avg
7,20,846,13,10,8070,8.91,10,0,62,0.13,3,Good
5,11,714,24,4,3868,115.02,26,1,56,0.64,7,Avg
4,13,780,29,4,4694,131.04,29,1,41,0.6,9,Avg
9,16,850,17,10,6561,8.8,1,0,67,0.13,3,Good
10,18,821,15,10,8811,74.6,11,0,95,0.19,3,Good
7,18,982,5,8,5886,70.68,8,0,83,0.11,3,Good
4,12,702,35,6,4316,112.39,18,1,46,1.08,11,Avg
7,16,835,9,8,5497,47.83,0,0,85,0.1,3,Good
1,8,554,44,3,1108,184.0,50,2,39,3.61,15,Poor
7,18,1091,13,9,7681,60.5,9,0,77,0.39,7,Good
9,18,941,2,7,7093,35.9,2,0,75,0.27,3,Good
3,7,538,48,3,1679,205.67,38,2,33,2.86,11,Poor
6,13,677,25,5,4652,104.08,24,1,45,1.37,11,Avg
3,10,557,45,3,1843,151.62,30,2,27,3.58,11,Poor
2,7,489,46,3,1658,175.1,46,2,34,2.82,13,Poor
9,19,891,1,8,8405,50.02,8,0,95,0.3,0,Good
6,12,636,24,6,4965,141.68,20,1,44,1.13,10,Avg
7,19,1009,1,7,8280,28.76,9,0,79,0.43,1,Good
9,20,976,3,9,8280,47.91,12,0,96,0.18,0,Good
1,10,487,44,1,1414,155.87,50,2,21,2.52,14,Poor
9,16,859,8,9,7196,44.44,4,0,91,0.36,6,Good
5,15,640,21,6,3409,92.5,16,1,50,1.13,7,Avg
6,13,615,24,6,2764,124.52,18,1,42,1.42,6,Avg
10,18,933,3,9,6945,63.52,13,0,93,0.1,0,Good
3,9,426,43,2,1303,242.94,44,2,28,3.3,15,Poor
